DTM_NAME,sitename,quality,resolution,relat_le,triang_rms,cov_sqkm,n_pits_in_dtm,pit_names,n_rille_segments,n_unique_rilles,crater_per_km2,n_chain_strips,score_pits,score_rilles,score_crater_inv,score_quality,score_flagship,score_total
RUMKERDOME5,Rumker Domes,good,2,0.99,0.206,130.91,0,,0,0,0.12222137346268429,1,0,0,2.8803603813924825,2,0,4.8803603813924825
THEOPHILUS,Theophilus SW Rim,good,3,2.38,0.168,554.98,0,,0,0,0.12252693790767234,2,0,0,2.8800612715672314,2,0,4.880061271567231
FRSHCRATER21,Fresh Crater on NE Rim of Chaplygin Crater,good,3,2.23,0.139,333.0,0,,0,0,0.12312312312312312,2,0,0,2.879477679927118,2,0,4.879477679927118
MONSESAM,Mons Esam,good,5,2.36,0.23,1254.93,0,,0,0,0.12351286525941685,3,0,0,2.879096170546063,2,0,4.879096170546063
NECTRIMI,Nectaris Basin Rim I,good,3,2.5166,0.171,819.12,0,,0,0,0.12452387928508643,2,0,0,2.878106512771722,2,0,4.878106512771722
NRTHCRISM01,North Crisium,good,5,2.41,0.239,646.79,0,,0,0,0.1252338471528626,3,0,0,2.877411541978007,2,0,4.877411541978007
CHAPLYGIN3,Ray of Chaplygin B in Chaplygin Crater,good,5,3.62,0.195,541.14,0,,0,0,0.12566064234763646,3,0,0,2.876993762232291,2,0,4.876993762232291
CRISMMELT,West Crisium Impact Melt,good,5,3.39,0.195,1097.4,0,,0,0,0.12575177692728265,3,0,0,2.876904552742642,2,0,4.8769045527426425
ANDERSON01,Anderson Crater Floor,good,4,2.25,0.139,79.46,0,,0,0,0.12584948401711554,1,0,0,2.8768089095778526,2,0,4.876808909577853
HANSTEENAL1,Hansteen Alpha,good,2,0.88,0.0,127.1,0,,0,0,0.12588512981904013,1,0,0,2.8767740167434295,2,0,4.876774016743429
RUMKERDOM11,Rumker Domes,good,5,2.19,0.206,595.74,0,,0,0,0.1258938463087924,3,0,0,2.876765484377281,2,0,4.876765484377281
PITVENT,Vent and Collapsed Pits,good,5,2.52,0.393,983.83,0,,0,0,0.1260380350263765,2,0,0,2.8766243414438435,2,0,4.8766243414438435
SHARPRIDGE,Wrinkle Ridge West of Sharp W,good,5,2.46,0.123,638.79,0,,0,0,0.12680223547644767,3,0,0,2.8758762836549647,2,0,4.875876283654964
APOLLO17_1,Apollo 17,good,2,0.93,0.308,125.76,0,,0,0,0.1272264631043257,2,0,0,2.8754610172399007,2,0,4.875461017239901
PETAVIUSB,Petavius B,good,5,3.64,0.0,408.18,0,,0,0,0.12739477681415062,2,0,0,2.8752962589208,2,0,4.8752962589208
HLNDPHOTOM2,Highland Photometry Site SE of Schuster Crater,good,5,2.38,0.254,713.65,0,,0,0,0.12751348700343307,3,0,0,2.8751800563175385,2,0,4.8751800563175385
NUBIUMIMP01,Nubium IMP,good,3,1.81,0.152,243.11,0,,0,0,0.12751429394101435,2,0,0,2.87517926642538,2,0,4.875179266425381
ENDYMION,Endymion Smooth Plains,good,2,2.0,0.0,117.34,0,,0,0,0.12783364581557866,2,0,0,2.874866660410638,2,0,4.874866660410638
MAUROLYCS,Maurolycus Lobate Scarp,good,2,1.77,0.0,233.1,0,,0,0,0.1287001287001287,2,0,0,2.874018480760054,2,0,4.8740184807600535
LASELMASIF5,Lassell Massif,good,5,2.9,0.473,341.79,0,,0,0,0.12873401796424705,2,0,0,2.8739853073590425,2,0,4.8739853073590425
GRUITHUI_2M,Gruithuisen Domes,good,2,1.22,0.609,1186.03,0,,0,0,0.1290017959073548,3,0,0,2.8737231858488905,2,0,4.87372318584889
SPARIM2,SPA Rim,good,2,1.98,0.546,162.58,0,,0,0,0.12916717923483823,2,0,0,2.8735612960119203,2,0,4.87356129601192
RUMKERDOME9,Rumker Domes,good,5,2.1,0.206,563.17,0,,0,0,0.12962338192730438,3,0,0,2.8731147299605984,2,0,4.873114729960598
BARRINGERZ1,Barringer Z (1),good,4,2.08,0.526,185.1,0,,0,0,0.12965964343598055,2,0,0,2.8730792344253637,2,0,4.873079234425363
INGHIRAMI03,NW Ponded Floor of Inghirami Crater,good,2,1.04,0.181,115.43,0,,0,0,0.1299488867712033,2,0,0,2.872796100949357,2,0,4.872796100949357
HPONDS13,Highland Ponds,good,5,2.307,0.507,787.75,0,,0,0,0.13075214217708664,3,0,0,2.872009813185755,2,0,4.872009813185755
CRISMMELT02,West Crisium Impact Melt,good,3,3.39,0.195,481.82,0,,0,0,0.13075422356896765,2,0,0,2.8720077757603546,2,0,4.872007775760355
OPNHEIMRE2,Oppenheimer E,good,3,1.87,0.18,221.76,0,,0,0,0.1307720057720058,2,0,0,2.8719903691813804,2,0,4.871990369181381
LUNA20_2,Luna 20,good,2,0.89,0.297,129.96,0,,0,0,0.13080947983995075,2,0,0,2.871953686700489,2,0,4.871953686700489
VSCHROTERI,Vallis Schroteri,good,5,3.02,0.235,851.72,0,,0,0,0.13149861456816794,3,0,0,2.871279108975519,2,0,4.87127910897552
OCNSPRCLRM3,Oceanus Procellarum West of Herodotus,good,5,2.63,0.211,737.12,0,,0,0,0.13159322769698284,3,0,0,2.871186494416167,2,0,4.8711864944161665
ROSSELAND1,Rosseland,good,3,1.96,0.0,257.74,0,,0,0,0.1319158842244122,3,0,0,2.8708706535547104,2,0,4.870870653554711
VSCHROTERI2,Vallis Schroteri,good,4,1.72,0.15,477.44,0,,0,0,0.13195375335120643,3,0,0,2.8708335843600326,2,0,4.8708335843600326
CRISHORSE01,Crisium Horseshoe,good,3,2.38,0.239,158.38,0,,0,0,0.13259249905291073,1,0,0,2.8702083312641617,2,0,4.870208331264162
MONSESAM2,Mons Esam,good,5,2.31,0.23,684.18,0,,0,0,0.1330059341109065,3,0,0,2.8698036294410993,2,0,4.869803629441099
FRSHCRATER16,Fresh Crater East of Stein M,good,5,4.1,0.217,638.97,0,,0,0,0.13302658966774653,3,0,0,2.869783410203887,2,0,4.869783410203887
KARRER1,Karrer Lobate Scarps,good,2,1.32,0.226,157.68,0,,0,0,0.13318112633181126,2,0,0,2.8696321379098046,2,0,4.869632137909805
SPARIM3,SPA Rim,good,2,2.72,0.546,217.55,0,,0,0,0.13330268903700299,2,0,0,2.869513143046026,2,0,4.869513143046026
HLNDPHOTOM,Highland Photometry Site SE of Schuster Crater,good,5,2.83,0.254,974.14,0,,0,0,0.13345104399778265,3,0,0,2.869367921875429,2,0,4.869367921875429
GRUITHMARE3,Crater Cluster in Mare SW of Gruithuisen Domes,good,3,1.86,0.679,359.19,0,,0,0,0.13363400985550822,2,0,0,2.8691888209144736,2,0,4.869188820914474
MAREMELT1,Mare Melt near Reinhold N,good,5,1.68,0.246,515.43,0,,0,0,0.13386880856760375,2,0,0,2.868958981995397,2,0,4.868958981995397
REINER4,Reiner Gamma,good,2,0.87,0.335,141.07,0,,0,0,0.13468490820160206,2,0,0,2.86816012131996,2,0,4.86816012131996
SPAWRINKLE1,Small Wrinkle Ridges in SPA Basin,good,4,2.46,0.297,252.41,0,,0,0,0.13470147775444713,2,0,0,2.868143901775647,2,0,4.868143901775647
AUSTRDARK02,Australe Dark Halo Crater West of Van der Waals,good,3,1.61,0.234,326.08,0,,0,0,0.1349362119725221,3,0,0,2.8679141259882455,2,0,4.8679141259882455
FOWLERSCRP,Fowler Scarp,good,2,1.81,0.283,207.02,0,,0,0,0.13525263259588444,2,0,0,2.867604389306141,2,0,4.867604389306141
ARISTARCHU3,Aristarchus,good,2,0.86,0.0,118.18,0,,0,0,0.13538669825689625,1,0,0,2.8674731555939235,2,0,4.867473155593924
ARISTPLAT1,Aristarchus Plateau,good,2,1.0,0.132,132.82,0,,0,0,0.1355217587712694,2,0,0,2.867340948043225,2,0,4.867340948043225
KOROLEVM01,Korolev M,good,5,4.14,0.194,441.03,0,,0,0,0.1360451669954425,3,0,0,2.8668285960826636,2,0,4.866828596082664
NEWCRATER2,Unnamed New Crater 2,good,2,1.75,0.0,226.9,0,,0,0,0.1366240634640811,2,0,0,2.866261927988868,2,0,4.866261927988868
INACALDER2M,Ina Caldera,good,2,0.84,0.254,218.9,0,,0,0,0.13704888076747374,1,0,0,2.865846084354356,2,0,4.865846084354356
HORTENSIUS1,Hortensius,good,5,4.84,0.735,649.16,0,,0,0,0.1371002526341734,3,0,0,2.865795797646189,2,0,4.865795797646189
VAPORDOME01,Vaporum Dome,good,5,3.1,0.178,835.57,0,,0,0,0.13763059947101977,3,0,0,2.865276653641402,2,0,4.865276653641402
GRUITHUIS11,Gruithuisen Domes,good,2,1.08,0.609,122.49,0,,0,0,0.13878683974201977,2,0,0,2.864144837322194,2,0,4.864144837322193
ORIENTFLOW1,Orientale Chain Flow,good,5,2.79,0.205,827.99,0,,0,0,0.13889056631118732,3,0,0,2.864043301831116,2,0,4.864043301831116
NECTRIMII2,Nectaris Basin Rim II,good,5,2.25,0.272,337.81,0,,0,0,0.13913146443266924,2,0,0,2.863807492344111,2,0,4.863807492344111
INGHIRAMINW,NW Ponded Floor of Inghirami Crater,good,2,1.45,0.181,243.63,0,,0,0,0.13955588392234125,2,0,0,2.8633920381200633,2,0,4.863392038120063
SPARIM,SPA Rim,good,2,2.72,0.546,573.12,0,,0,0,0.13958682300390843,2,0,0,2.8633617525831405,2,0,4.86336175258314
HPONDS24,Highland Ponds,good,5,3.929,0.507,985.45,0,,0,0,0.1400375462986453,3,0,0,2.8629205501849664,2,0,4.862920550184967
NEWCRATER9,Unnamed New 20m Crater,good,5,3.13,0.28,364.18,0,,0,0,0.14004063924432972,2,0,0,2.8629175225734156,2,0,4.862917522573415
INACALDERA,Ina Caldera,good,5,2.68,0.254,970.31,0,,0,0,0.14016139172017192,3,0,0,2.8627993208240294,2,0,4.862799320824029
SPARIM4,SPA Rim,good,2,2.67,0.546,213.83,0,,0,0,0.14029836786232053,2,0,0,2.8626652381105018,2,0,4.862665238110502
VITELLO2,Vitello Graben 2,good,3,2.52,0.168,325.89,0,,0,0,0.14115192242781308,3,0,0,2.8618297136863924,2,0,4.861829713686392
HLNDPHOTOM1,Highland Photometry Site SE of Schuster Crater,good,5,2.83,0.254,685.86,0,,0,0,0.14142827982387077,3,0,0,2.8615591939521843,2,0,4.861559193952184
RUMKERDOME3,Rumker Domes,good,2,0.92,0.206,113.05,0,,0,0,0.14153029632905795,1,0,0,2.8614593324023874,2,0,4.861459332402387
INACALDERA2,Ina Caldera,good,5,2.68,0.254,755.81,0,,0,0,0.1415699712890806,3,0,0,2.861420495520172,2,0,4.861420495520171
COPERNSEC01,Secondaries NE of Copernicus,good,4,3.71,0.147,539.4,0,,0,0,0.14275120504263997,3,0,0,2.8602642136706202,2,0,4.86026421367062
HPONDS23,Highland Ponds,good,5,2.811,0.507,1118.36,0,,0,0,0.14306663328445224,3,0,0,2.859955448407399,2,0,4.8599554484073995
THEOPHILUS3,Theophilus SW Rim,good,3,2.38,0.168,342.2,0,,0,0,0.14319111630625367,2,0,0,2.8598335949145977,2,0,4.859833594914598
MNDLSHTMTY,Mandelshtam T-Y Lobate Scarp,good,5,2.64,0.0,809.52,0,,0,0,0.14329479197549166,3,0,0,2.8597321092482604,2,0,4.85973210924826
HSCARP3,Highland Scarp,good,2,1.72,0.11,180.77,0,,0,0,0.14382917519499916,1,0,0,2.8592090141237265,2,0,4.859209014123726
ARISTARCH12,Secondaries NW of Aristarchus Crater,good,5,2.69,0.208,688.22,0,,0,0,0.14384935049838715,3,0,0,2.859189264995287,2,0,4.859189264995287
HPONDS21,Highland Ponds,good,5,2.585,0.507,882.14,0,,0,0,0.14396807762940123,3,0,0,2.859073045808164,2,0,4.859073045808164
CRISHORSE,Crisium Horseshoe,good,4,2.11,0.239,270.48,0,,0,0,0.14418811002661933,1,0,0,2.8588576612863026,2,0,4.858857661286303
ARAGO2_2,Arago 2,good,3,1.55,0.202,462.75,0,,0,0,0.14478660183684494,2,0,0,2.8582718117749897,2,0,4.85827181177499
DOLLANDB,Dolland B,good,5,2.61,0.18,399.4,0,,0,0,0.14521782674011016,3,0,0,2.8578496958921527,2,0,4.857849695892153
BIRTVENT,Birt Vent,good,3,2.49,0.242,350.49,0,,0,0,0.14551057091500472,3,0,0,2.8575631355267954,2,0,4.857563135526796
REINER7,Reiner Gamma,good,5,2.37,0.335,700.17,0,,0,0,0.14567890655126614,3,0,0,2.8573983557444236,2,0,4.857398355744424
INGHIRAMI02,NW Ponded Floor of Inghirami Crater,good,2,1.45,0.181,149.96,0,,0,0,0.14670578821018937,2,0,0,2.8563931655182957,2,0,4.856393165518296
HESIODUS,Hesiodus Cones,good,3,2.6,0.167,340.04,0,,0,0,0.14704152452652627,3,0,0,2.8560645211601017,2,0,4.856064521160102
RUMKERDOME8,Rumker Domes,good,5,2.12,0.206,562.31,0,,0,0,0.1476054133840764,3,0,0,2.8555125436626883,2,0,4.855512543662688
RANGER,Ranger 6,good,2,0.9,0.694,127.89,0,,0,0,0.14856517319571508,2,0,0,2.8545730574290933,2,0,4.854573057429093
AESTUUM1,Sinus Aestuum,good,5,3.97,0.219,611.77,0,,0,0,0.14874871275152426,2,0,0,2.8543933948886204,2,0,4.85439339488862
MOROZOVE,Morozov E,good,5,5.0,0.343,745.98,0,,0,0,0.14879755489423308,3,0,0,2.854345584467578,2,0,4.854345584467578
